CodigoHistorial,Username_Paciente,Nombre_Paciente,FechaNacimiento,Cedula,FechaCreacion
HIS-0580571,jfigueroa10,Jorge Figueroa Chávez,2005-01-27,1314774058,2022-06-09
HIS-5169217,ccruz68,Claudia Cruz Figueroa,1992-04-22,0251756516,2023-10-06
HIS-1679021,mramirez76,Miguel Ramirez Lopez,1990-11-17,1159263167,2023-04-05
HIS-2100164,preyes44,Patricio Reyes Espinoza,2001-04-18,0119417210,2022-11-13
HIS-0375971,cmorales61,Carlos Morales Sanchez,1959-11-10,1428212037,2024-04-19
HIS-9188913,aortega66,Alejandro Ortega Cerda,1989-10-11,0606212918,2024-12-26
HIS-7646418,mromero88,Marcela Romero Gomez,1964-09-06,1648223764,2022-08-07
HIS-8267324,emartinez18,Elena Martinez Figueroa,1973-09-20,1701671826,2023-02-17
HIS-0279928,smartinez69,Sergio Martinez Romero,1999-08-22,0847625027,2024-02-12
HIS-6758688,bguzman8,Beatriz Guzmán Perez,1986-08-03,0525712675,2023-12-14
HIS-7737214,mespinoza70,Miguel Espinoza Martinez,1972-03-22,2341655773,2022-10-20
HIS-7316083,rjimenez65,Raul Jimenez Medina,1960-09-08,0225922731,2024-07-08
HIS-9407091,jrivera13,Jorge Rivera Ramirez,1970-04-07,0227024940,2023-10-23
HIS-5980197,mromero89,Manuel Romero Ortega,2001-07-16,1207739598,2023-09-08
HIS-0766778,acastro77,Alejandro Castro Shiguango,1967-09-09,0754980076,2023-01-23
HIS-4255948,acerda77,Alejandro Cerda Alvarado,1959-06-07,0842537425,2023-12-05
HIS-1167879,pcruz48,Patricia Cruz Lopez,1978-01-08,1150471116,2024-09-21
HIS-5577428,bcastillo14,Beatriz Castillo Gomez,1974-08-07,1355748557,2023-11-08
HIS-1097633,srodriguez58,Sebastian Rodriguez Torres,1976-12-24,0654561109,2022-03-22
HIS-4158056,mfigueroa71,Mario Figueroa Gonzalez,1980-01-21,2130730415,2024-07-25
HIS-7466413,lcastillo49,Luis Castillo Sanchez,1964-09-06,2213339746,2022-09-25
HIS-1896277,rgomez55,Ricardo Gomez Gonzalez,1962-12-19,0757589189,2022-08-06
HIS-2247028,dshiguango54,Diego Shiguango Flores,1970-09-09,1541016224,2022-07-13
HIS-7145728,lmorales50,Laura Morales Cruz,1957-10-14,2447733714,2024-03-08
HIS-4668036,vgonzalez42,Valeria Gonzalez Romero,1980-03-28,1302887466,2022-09-12
HIS-2639271,rcastro52,Ricardo Castro Rivera,1992-03-15,0246965263,2023-04-02
HIS-1660063,egonzalez19,Eduardo Gonzalez Cerda,2000-05-20,0654047166,2023-01-06
HIS-1697632,dtorres52,David Torres Vargas,1976-05-24,0300827169,2024-10-26
HIS-4249336,lguzman45,Lorena Guzmán Lopez,1993-03-20,1400713424,2022-05-08
HIS-7987577,lcastro40,Lorena Castro Cáceres,1975-05-23,2025191798,2022-08-21
HIS-4590332,dcaceres52,David Cáceres Vargas,2003-05-20,1553489459,2024-12-04
HIS-9499567,cgomez59,Cristian Gomez Ruiz,1995-01-05,2158458949,2022-08-30
HIS-8228365,schavez55,Silvia Chávez Herrera,1983-04-14,1257399822,2022-07-08
HIS-4469420,lespinoza52,Laura Espinoza Castro,1994-07-19,1938070446,2022-02-09
HIS-5429898,amorales78,Ana Morales Aguilar,1998-02-22,1824560542,2023-08-16
HIS-4470571,cortega78,Cristian Ortega Ortega,2005-10-07,1806012447,2022-08-04
HIS-7677720,eguzman25,Eduardo Guzmán Flores,1977-06-04,0245848767,2023-03-19
HIS-7800322,rtorres65,Roberto Torres Vargas,2003-07-09,1409595780,2023-07-09
HIS-5297190,aflores73,Antonio Flores Ortega,1971-02-15,1903749529,2022-05-13
HIS-0217525,ivega33,Ivan Vega Espinoza,1975-02-13,1750861021,2023-08-14
HIS-3516889,dramos51,Daniel Ramos Romero,1968-03-24,2023158351,2023-02-26
HIS-4777540,cvargas97,Carlos Vargas Cruz,1975-12-24,0236340477,2023-04-05
HIS-4575992,ecastillo24,Eduardo Castillo Cruz,1959-12-05,0803485457,2023-07-03
HIS-6096622,calvarado76,Camila Alvarado Ortega,1966-07-14,1104184609,2023-06-21
HIS-1755687,cjimenez71,Carlos Jimenez Grefa,1956-05-15,1430230175,2023-06-08
HIS-3027298,rromero73,Raul Romero Mendez,1972-02-02,1119816302,2024-02-17
HIS-6238290,mvega60,Miguel Vega Sanchez,1982-04-24,1233460623,2023-12-03
HIS-3107881,vmendez31,Verónica Mendez Lopez,1978-07-06,1717579310,2024-10-27
HIS-0369273,rsanchez65,Rodrigo Sanchez Rodriguez,1992-01-22,0104983036,2022-01-21
HIS-7577583,vortega28,Valeria Ortega Martinez,1975-07-18,0206391757,2023-08-09
HIS-3228025,pperez48,Patricia Perez Benítez,1980-08-05,1543266322,2024-02-05
HIS-5536146,vgarcia44,Victor Garcia Rivera,1961-08-09,0330077553,2023-04-28
HIS-6618051,etapuy15,Elena Tapuy Diaz,1980-06-08,1959924661,2024-05-10
HIS-2378864,rrodriguez57,Raul Rodriguez Figueroa,1988-02-24,1124808237,2023-03-13
HIS-6505585,rcerda57,Raul Cerda Gonzalez,1955-08-06,1629666650,2023-10-14
HIS-4448589,rflores61,Rodrigo Flores Chávez,1985-07-17,1253282444,2023-04-16
HIS-7040160,ccastro58,Carlos Castro Cerda,2001-05-23,1312533704,2023-08-20
HIS-7815538,ediaz22,Eduardo Diaz Herrera,1955-10-11,0733250781,2022-12-05
HIS-8119199,rbenitez70,Rosa Benítez Cáceres,1991-07-25,1355160811,2024-07-03
HIS-9098688,cramirez75,Claudia Ramirez Martinez,1986-05-18,0313993909,2022-11-20
HIS-7069632,rfigueroa61,Raul Figueroa Benítez,1996-09-13,0404660706,2024-12-14
HIS-1756432,sruiz57,Sandra Ruiz Gomez,1964-01-03,0143857175,2023-07-02
HIS-1189978,ajimenez62,Alejandro Jimenez Herrera,1999-05-23,2010898118,2023-03-06
HIS-7589067,dgonzalez71,Daniel Gonzalez Ramos,1990-11-08,0811884758,2023-03-16
HIS-4876895,dramos52,David Ramos Romero,1968-01-07,1603816487,2024-07-18
HIS-5058791,rgomez56,Rodrigo Gomez Martinez,1987-08-08,0517159505,2022-10-08
HIS-5536030,csanchez76,Carlos Sanchez Figueroa,1960-07-27,0624937553,2022-01-12
HIS-1309292,lramos50,Laura Ramos Ramirez,1992-02-16,2409753130,2023-09-10
HIS-3707028,agomez68,Adriana Gomez Garcia,1970-11-03,2250639370,2022-04-24
HIS-8127873,cfigueroa72,Carlos Figueroa Guzmán,1978-05-11,1440766812,2024-05-17
HIS-9568151,sshiguango54,Sofia Shiguango Vargas,1981-04-27,1440811956,2023-08-19
HIS-0528678,imedina31,Isabel Medina Ramirez,1986-02-03,1409685052,2024-01-05
HIS-9406362,fmorales39,Fabian Morales Reyes,1963-01-23,0453333940,2022-07-16
HIS-6839619,mcastillo71,Miguel Castillo Figueroa,1996-07-11,1904721683,2023-06-06
HIS-3449131,jlopez13,Jorge Lopez Cruz,1991-12-10,0643674344,2024-10-05
HIS-3468758,lmartinez46,Laura Martinez Morales,1987-08-09,1323010346,2022-03-01
HIS-3868718,cgonzalez64,Claudia Gonzalez Martinez,1987-06-24,2341810386,2024-04-18
HIS-8769512,otapuy12,Oscar Tapuy Ramirez,1995-01-06,0914159876,2023-11-28
HIS-0587740,esanchez21,Elena Sanchez Jimenez,1977-11-14,1618916058,2024-02-29
HIS-9389825,fromero29,Fernanda Romero Reyes,1998-11-06,2408859938,2023-01-20
HIS-3910138,ccastro59,Carmen Castro Lopez,2001-10-11,0151912391,2023-04-11
HIS-4026740,aguzman67,Andrea Guzmán Sanchez,1967-09-26,2147219402,2022-06-01
HIS-1019826,mramos65,Marcela Ramos Flores,1998-04-06,0746292101,2022-06-02
HIS-5805740,pperez49,Paola Perez Sanchez,1957-07-12,0119913580,2023-12-30
HIS-0417590,vgrefa32,Victor Grefa Figueroa,1975-03-24,1253214041,2022-12-26
HIS-9810091,aflores74,Andrea Flores Lopez,2000-06-28,0701559981,2022-12-24
HIS-5798278,imendez21,Isabel Mendez Morales,1982-08-04,1104219579,2023-08-07
HIS-7279169,dshiguango55,Diana Shiguango Flores,1991-07-18,0731457727,2023-02-09
HIS-4436318,sruiz58,Sofia Ruiz Castro,1963-11-27,2428291443,2022-09-09
HIS-3488923,smorales55,Sofia Morales Alvarado,1989-07-05,2108023348,2023-01-05
HIS-8258369,cespinoza57,Cristian Espinoza Cerda,1983-07-26,0310805825,2024-12-11
HIS-3516722,aperez63,Antonio Perez Ruiz,1967-03-19,0138547351,2022-11-26
HIS-5036991,vfigueroa40,Valeria Figueroa Sanchez,1969-05-23,0819515503,2023-09-26
HIS-3950055,pflores56,Pablo Flores Rodriguez,2000-02-15,1959124395,2023-10-16
HIS-3607231,hsanchez11,Hugo Sanchez Tapuy,1972-08-03,1012476360,2023-02-08
HIS-2389911,crodriguez64,Carmen Rodriguez Cáceres,1999-08-21,2130252238,2024-08-27
HIS-8519844,rchavez58,Roberto Chávez Garcia,1998-12-05,1205072851,2024-09-13
HIS-0246939,aruiz65,Alejandro Ruiz Reyes,1969-07-05,1144862024,2024-12-05
HIS-0629757,rmorales59,Rodrigo Morales Gomez,1997-05-05,1207945062,2023-04-10
HIS-1258241,pguzman51,Pablo Guzmán Rivera,1982-02-24,1241032125,2024-03-26
HIS-5017197,rchavez59,Roberto Chávez Morales,1971-05-09,0944488501,2024-04-11
HIS-8956851,prodriguez44,Patricia Rodriguez Martinez,1968-09-04,0205996895,2022-11-09
HIS-7217971,irodriguez15,Isabel Rodriguez Ortega,1979-04-13,0939101721,2022-05-20
HIS-6405880,abenitez67,Andrea Benítez Alvarado,1958-06-28,1532859640,2023-04-15
HIS-8737930,sgarcia63,Sandra Garcia Cáceres,1979-04-02,2309103873,2022-01-29
HIS-8366543,eortega21,Eduardo Ortega Espinoza,1965-12-06,1712131836,2024-01-14
HIS-7877898,rrodriguez58,Rosa Rodriguez Cruz,1978-08-06,0943066787,2024-11-27
HIS-5166443,hperez11,Hugo Perez Tapuy,1964-01-10,1313433516,2022-12-28
HIS-4238384,pruiz41,Pablo Ruiz Romero,1983-07-06,0531027423,2024-11-12
HIS-8726426,vgomez44,Victor Gomez Ruiz,1964-04-16,1925390872,2024-02-06
HIS-3406924,acerda78,Andrea Cerda Lopez,1969-01-05,1101465340,2024-10-13
HIS-6529857,tvega12,Teresa Vega Cerda,1998-05-06,1918905652,2024-08-03
HIS-7690398,dmedina60,Diego Medina Martinez,2003-06-03,2028762769,2022-08-25
HIS-6238717,cruiz65,Camila Ruiz Perez,1987-10-04,1456554623,2024-09-21
HIS-8549798,ccastro60,Carla Castro Shiguango,1997-03-15,2323558854,2024-01-29
HIS-2840247,cramirez76,Camila Ramirez Jimenez,2002-07-28,1139113284,2023-10-28
HIS-5148959,mshiguango53,Marcela Shiguango Rivera,1989-11-18,2049853514,2022-12-29
HIS-3397588,operez11,Oscar Perez Chávez,1975-10-15,2421976339,2023-03-14
HIS-8309538,pcruz49,Pablo Cruz Martinez,1995-05-08,0216404830,2023-03-15
HIS-6428151,pvargas43,Paola Vargas Rodriguez,1981-02-13,2329525642,2023-06-18
HIS-6187338,sbenitez66,Silvia Benítez Reyes,1973-12-22,1815720618,2022-06-30
HIS-9906053,oramirez11,Oscar Ramirez Cerda,1960-01-21,2354302990,2023-05-05
HIS-9308230,ncastillo28,Natalia Castillo Castillo,1982-08-11,0250666930,2024-01-08
HIS-1726162,portega56,Pablo Ortega Ramirez,1961-09-09,0534046172,2022-10-31
HIS-4948215,rmartinez64,Rosa Martinez Ramos,1982-02-28,1016191494,2024-01-01
HIS-4129890,paguilar43,Patricia Aguilar Jimenez,1998-01-24,0538501412,2024-02-15
HIS-4887036,atapuy77,Andrea Tapuy Vargas,1970-11-02,0924016488,2024-03-12
HIS-0037757,pdiaz55,Patricio Diaz Gonzalez,1977-12-18,1033456003,2024-03-04
HIS-7497046,ngrefa21,Natalia Grefa Ruiz,1970-02-16,2439011749,2024-01-27
HIS-7628288,dromero62,Diana Romero Grefa,1982-07-12,1407149762,2022-05-07
HIS-9890056,bespinoza13,Beatriz Espinoza Flores,2000-02-11,2126509989,2024-08-25
HIS-7289522,vmedina28,Valeria Medina Figueroa,1995-07-27,0334589728,2023-12-29
HIS-5149463,mcruz65,Miguel Cruz Grefa,1994-06-23,2315149514,2024-12-24
HIS-8366022,trivera10,Teresa Rivera Herrera,1960-04-04,1547612836,2024-06-13
HIS-7059736,mbenitez68,Monica Benítez Castillo,1997-06-16,2106027705,2024-08-15
HIS-9506869,nruiz20,Natalia Ruiz Cáceres,1968-07-04,1132405950,2022-04-22
HIS-2378366,ealvarado25,Eduardo Alvarado Vargas,1983-11-26,1353932237,2022-04-25
HIS-9716636,mcruz66,Marcela Cruz Ruiz,1966-10-10,1121273971,2024-12-17
HIS-7779048,rgonzalez64,Raul Gonzalez Reyes,1990-04-12,0919227777,2022-03-01
HIS-5558655,msanchez69,Manuel Sanchez Jimenez,1986-03-23,2408756555,2023-03-24
HIS-4295953,rsanchez66,Raul Sanchez Benítez,1959-05-12,1911071429,2023-11-11
HIS-0559451,ntapuy21,Natalia Tapuy Romero,1994-01-08,1449072055,2023-12-01
HIS-8955745,dgrefa58,Diana Grefa Cerda,1957-09-27,1333667895,2023-08-08
HIS-2186348,dtapuy61,Diana Tapuy Romero,1963-10-14,1610023218,2023-06-02
HIS-0865570,mshiguango54,Monica Shiguango Ruiz,1955-05-20,1039444086,2024-07-31
HIS-5196861,gcaceres28,Gabriela Cáceres Tapuy,1968-09-11,1520167519,2022-09-02
HIS-8755557,vmartinez32,Valeria Martinez Chávez,1955-04-05,0320700875,2022-07-17
HIS-4270590,mdiaz78,Marcela Diaz Jimenez,2005-02-19,2210744427,2024-05-21
HIS-3315628,rgonzalez65,Raul Gonzalez Chávez,1956-06-12,2042828331,2023-04-17
HIS-3990139,pherrera46,Paola Herrera Perez,2001-09-14,0259305399,2022-06-22
HIS-3346916,gperez26,Gabriela Perez Castillo,1969-01-07,0127210334,2022-06-06
HIS-8859979,vmartinez33,Victor Martinez Flores,1999-09-22,1939988885,2022-01-21
HIS-0100160,cvargas98,Carla Vargas Ruiz,2001-02-04,0427695010,2022-10-15
HIS-3936387,dmedina61,Diana Medina Alvarado,1963-01-07,0242011393,2023-03-19
HIS-5917716,gmorales28,Gabriela Morales Rivera,1977-07-06,0250789591,2023-07-07
HIS-3545930,prodriguez45,Paola Rodriguez Ruiz,1959-02-17,2057123354,2023-06-05
HIS-7389583,trodriguez11,Teresa Rodriguez Castro,1995-02-03,0556273738,2024-11-12
HIS-4740519,arodriguez78,Adriana Rodriguez Alvarado,2005-12-03,0535524474,2023-04-17
HIS-1258772,dromero63,Diana Romero Romero,1987-06-03,2455772125,2023-07-21
HIS-7620281,aalvarado66,Adriana Alvarado Ramirez,2002-01-01,1527613762,2024-06-18
HIS-3605985,fcastro53,Fernanda Castro Vega,1959-08-27,0318595360,2023-07-23
HIS-8348275,nmedina33,Nicolas Medina Cáceres,1982-10-19,2038894834,2024-10-14
HIS-0450497,vlopez41,Victor Lopez Cáceres,2004-04-14,1959197045,2022-08-18
HIS-4308631,tcaceres14,Teresa Cáceres Tapuy,1986-03-02,1902715430,2022-11-06
HIS-6916532,hgomez8,Hugo Gomez Romero,1965-08-25,1931705691,2022-04-22
HIS-4108644,acaceres68,Adriana Cáceres Ortega,1986-01-07,0311202410,2024-07-29
HIS-0237173,ncaceres23,Nicolas Cáceres Lopez,1971-04-22,1153102023,2022-10-17
HIS-8016862,pgarcia58,Paola Garcia Romero,1968-11-18,0544158801,2024-04-13
HIS-8360060,fruiz41,Fernanda Ruiz Ramos,2000-06-02,1707078836,2024-08-02
HIS-1880293,sflores53,Sandra Flores Jimenez,2002-07-04,2021502188,2024-07-26
HIS-3489860,schavez56,Sergio Chávez Grefa,1998-02-14,0143858348,2022-01-04
HIS-0460499,ralvarado64,Roberto Alvarado Alvarado,2004-10-12,2153027046,2022-07-01
HIS-9210026,rmendez66,Rodrigo Mendez Shiguango,2000-12-25,0228181921,2022-05-29
HIS-5906310,lmartinez47,Lorena Martinez Cáceres,1963-07-24,2305361590,2022-05-23
HIS-5536698,gramos28,Gabriela Ramos Cerda,1966-10-09,2319407553,2023-03-13
HIS-0760193,mcastillo72,Miguel Castillo Castillo,2001-06-17,2337622076,2024-10-14
HIS-4470254,ptorres39,Patricia Torres Rodriguez,2002-04-13,0234368447,2022-03-06
HIS-8969652,jgrefa16,Jorge Grefa Romero,1996-06-21,0700910896,2022-05-19
HIS-1560420,rfigueroa62,Raul Figueroa Perez,2004-09-23,0631288156,2024-04-26
HIS-0058252,pjimenez49,Patricio Jimenez Rodriguez,1982-09-10,1841710005,2023-01-19
HIS-4307472,cmartinez90,Cristian Martinez Romero,1974-09-20,0244437430,2022-09-29
HIS-4915918,dalvarado62,Diana Alvarado Ruiz,1959-12-28,1854265491,2024-04-28
HIS-6426510,cgomez60,Carla Gomez Cerda,1965-09-03,2241976642,2022-09-30
HIS-1720571,acruz67,Alejandro Cruz Ruiz,2005-10-05,0447450172,2023-06-10
HIS-5006243,paguilar44,Patricio Aguilar Torres,1962-11-11,1224110500,2024-04-29
HIS-6609153,aruiz66,Andres Ruiz Rivera,1991-05-05,1029630660,2024-12-08
HIS-2247345,aaguilar69,Andrea Aguilar Ramirez,1973-04-01,0755126224,2024-05-23
HIS-5979580,erivera22,Eduardo Rivera Jimenez,1995-08-12,1512297597,2024-11-17
HIS-8439430,vgomez45,Verónica Gomez Cáceres,1994-04-05,2441059843,2022-05-14
HIS-4347166,mflores67,Marcela Flores Perez,1971-08-14,1424751434,2024-10-17
HIS-2580548,hherrera21,Hugo Herrera Romero,2005-10-10,0406066258,2024-07-23
HIS-6659166,agrefa72,Andres Grefa Mendez,1991-06-08,0532898665,2024-09-28
HIS-5147662,mlopez61,Marcela Lopez Alvarado,1976-12-09,1401100514,2024-11-13
HIS-5487419,rruiz61,Ricardo Ruiz Mendez,1974-06-19,1247217548,2023-09-11
HIS-4418587,vcastillo28,Verónica Castillo Figueroa,1985-08-26,1745615441,2024-07-31
HIS-5647554,sgarcia64,Silvia Garcia Chávez,1975-10-18,2203679564,2023-07-26
HIS-8678370,rcerda58,Rodrigo Cerda Aguilar,1983-12-07,2311058867,2023-01-25
HIS-6350478,ttapuy9,Teresa Tapuy Garcia,2004-10-23,0518297635,2022-11-13
HIS-6938744,ltorres39,Lorena Torres Tapuy,1987-09-20,0310433693,2024-09-10
HIS-3047696,aflores75,Alejandro Flores Aguilar,1976-04-04,2027056304,2022-11-26
HIS-7739810,mgonzalez72,Manuel Gonzalez Romero,1998-10-03,0731270773,2024-02-14
HIS-8826518,ogonzalez10,Oscar Gonzalez Herrera,1965-11-13,0450004882,2023-01-22
HIS-3967536,ccastro61,Cristian Castro Reyes,1975-08-17,0509278396,2023-11-20
HIS-3618591,mromero90,Miguel Romero Vega,1985-11-08,0318463361,2024-07-06
HIS-0346816,tmorales5,Teresa Morales Cáceres,1968-07-06,1510562034,2022-01-18
HIS-8579390,hramirez11,Hugo Ramirez Gonzalez,1993-01-18,0703554857,2023-10-29
HIS-9068686,erodriguez26,Eduardo Rodriguez Martinez,1986-01-10,0344849906,2022-07-01
HIS-0709364,agrefa73,Adriana Grefa Ramos,1993-05-15,2016110070,2023-06-11
HIS-4785948,rtorres66,Rosa Torres Flores,1959-02-06,1147781478,2022-12-20
HIS-3008076,fmorales40,Fabian Morales Ramirez,1980-05-28,1558128300,2024-12-07
HIS-1228420,balvarado10,Beatriz Alvarado Romero,1984-10-18,1039357122,2024-04-18
HIS-3386517,svargas63,Sofia Vargas Aguilar,1965-11-11,1657174338,2023-10-13
HIS-5269651,rrivera71,Ricardo Rivera Vega,1996-01-22,1443669526,2023-08-30
HIS-9257726,grivera24,Gabriela Rivera Martinez,1977-08-28,2130595925,2022-06-20
HIS-5018526,lruiz51,Lorena Ruiz Martinez,1985-11-02,1630123501,2022-10-02
HIS-9486829,breyes8,Beatriz Reyes Jimenez,1968-04-24,1254625948,2022-07-13
HIS-0905523,dtorres53,Diana Torres Vega,1955-02-28,0426447090,2023-01-06
HIS-9577955,ssanchez47,Silvia Sanchez Ruiz,1979-05-15,0446776957,2023-10-27
HIS-6859725,acastillo69,Antonio Castillo Ramirez,1997-12-01,1413939685,2023-11-14
HIS-3488677,glopez26,Gabriel Lopez Reyes,1986-11-27,1819335348,2024-10-24
HIS-3909642,rmendez67,Roberto Mendez Chávez,1996-02-26,1658821390,2022-04-05
HIS-4087732,fguzman35,Fernando Guzmán Gonzalez,1977-05-18,2124564408,2024-02-17
HIS-4246771,lsanchez44,Luis Sanchez Martinez,1967-04-03,1323574424,2023-04-26
HIS-2440583,asanchez80,Ana Sanchez Alvarado,2005-11-02,1542797244,2023-10-13
HIS-6576413,dchavez49,Diana Chávez Ortega,1964-05-20,1630911657,2022-06-08
HIS-5970320,promero49,Pablo Romero Castillo,2003-07-06,2209380597,2024-01-07
HIS-9118272,agrefa74,Andrea Grefa Herrera,1982-11-24,2300425911,2023-09-01
HIS-4229346,rvargas67,Raul Vargas Romero,1993-06-01,1444647422,2024-05-14
HIS-6585988,vflores41,Valeria Flores Diaz,1959-11-26,1901756658,2024-03-08
HIS-6247740,pchavez43,Patricio Chávez Diaz,1977-02-14,0449045624,2022-12-18
HIS-9287731,irivera23,Isabel Rivera Cerda,1977-11-07,0926137928,2022-08-31
HIS-1686289,vlopez42,Verónica Lopez Castro,1962-07-18,0515178168,2022-07-20
HIS-0905547,ntorres28,Natalia Torres Romero,1955-08-14,1541007090,2022-05-29
HIS-5708221,irodriguez16,Ivan Rodriguez Guzmán,1982-01-09,0350574570,2022-07-11
HIS-3865947,ctapuy62,Carla Tapuy Gomez,1959-06-24,0435245386,2023-04-01
HIS-3456927,dchavez50,Diana Chávez Mendez,1969-06-12,2130619345,2024-01-11
HIS-2105945,sshiguango55,Sofia Shiguango Rodriguez,1959-02-21,2336292210,2024-12-01
HIS-2175873,rruiz62,Rosa Ruiz Vargas,1958-02-09,0141820217,2023-02-04
HIS-6756573,dcaceres53,Diego Cáceres Mendez,1965-07-22,1215718675,2024-08-12
HIS-7919980,mherrera85,Mario Herrera Gonzalez,1999-09-25,1958515791,2022-07-23
HIS-6579986,nreyes26,Natalia Reyes Gomez,1999-10-24,1148862657,2024-05-07
HIS-6256192,iguzman27,Isabel Guzmán Alvarado,1961-07-03,0849514625,2022-02-24
HIS-0468254,mvega61,Marcela Vega Garcia,1982-12-28,0225998046,2022-12-12
HIS-6867810,areyes59,Antonio Reyes Ortega,1978-07-27,2006779686,2022-11-11
HIS-1109936,gguzman28,Gabriel Guzmán Gomez,1999-11-19,2343684110,2023-01-19
HIS-1067318,mgarcia69,Marcela Garcia Ramirez,1973-11-07,0610823106,2023-09-22
HIS-5315565,mramos66,Maria Ramos Sanchez,1955-02-04,1349673531,2024-10-14
HIS-6720522,maguilar87,Mario Aguilar Rivera,2005-06-10,1901272672,2023-09-18
HIS-6449934,raguilar54,Ricardo Aguilar Lopez,1999-09-03,0655806644,2024-11-28
HIS-8579715,ptapuy48,Paola Tapuy Aguilar,1997-05-10,2415014857,2022-07-27
HIS-2236853,gruiz25,Gabriel Ruiz Rivera,1968-12-05,1524593223,2024-11-09
HIS-0827668,lespinoza53,Lorena Espinoza Lopez,1976-06-20,1608106082,2024-06-03
HIS-1528544,dmorales56,Daniela Morales Herrera,1985-11-25,0638786152,2024-11-01
HIS-8627878,rcastillo64,Roberto Castillo Mendez,1978-06-28,1411457862,2022-05-22
HIS-7236694,amendez69,Andres Mendez Benítez,1966-06-23,1710432723,2024-11-24
HIS-6956023,stapuy56,Sergio Tapuy Romero,1960-05-23,0453223695,2024-08-07
HIS-9846687,ashiguango78,Alejandro Shiguango Cerda,1966-05-21,1304449984,2023-12-05
HIS-5888830,vgarcia45,Verónica Garcia Martinez,1988-03-04,1831488588,2023-11-28
HIS-4528528,fshiguango37,Fernanda Shiguango Gonzalez,1985-05-24,0253584452,2024-09-02
HIS-0067028,paguilar45,Patricio Aguilar Espinoza,1970-12-13,0842183006,2023-08-15
HIS-6425660,jramirez11,Jorge Ramirez Cáceres,1956-09-16,1928190642,2022-04-02
HIS-8575825,nrivera17,Nicolas Rivera Reyes,1958-11-09,2143122857,2023-01-03
HIS-7328577,scastillo49,Sandra Castillo Cruz,1985-02-03,0630049732,2024-06-11
HIS-4025966,dromero64,Diego Romero Aguilar,1959-02-20,1030932402,2024-01-13
HIS-7239129,paguilar46,Pablo Aguilar Medina,1991-01-08,1918494723,2024-05-18
HIS-8148331,vcaceres35,Verónica Cáceres Martinez,1983-12-10,0425148814,2023-08-14
HIS-2110040,amendez70,Alejandro Mendez Ramos,2000-06-28,0553324211,2022-10-06
HIS-8027687,rperez66,Rosa Perez Reyes,1976-03-19,2441577802,2023-02-10
HIS-9595954,scastro70,Sandra Castro Ruiz,1959-02-19,1154068959,2024-06-13
HIS-4169270,pespinoza60,Patricia Espinoza Sanchez,1992-10-07,0143338416,2022-05-09
HIS-0429758,amedina66,Ana Medina Ramos,1997-08-27,1828103042,2022-08-19
HIS-9076240,nvargas23,Nicolas Vargas Cerda,1962-06-21,1334434907,2024-08-13
HIS-9965689,vchavez43,Valeria Chávez Lopez,1956-12-28,2414812996,2023-08-28
HIS-3499425,amedina67,Alejandro Medina Vargas,1994-11-27,0526272349,2024-10-09
HIS-0106984,ivega34,Isabel Vega Chávez,1969-03-06,1435656010,2023-03-02
